,UEN,MATCHED_NAME,COMPANY_NAME,PIC_NAME,DESIGNATION,CONTACT_NUMBER_1_FORMATTED,CONTACT_NUMBER_2_FORMATTED,CONTACT_NUMBER_3_FORMATTED,ADDRESS,EMAIL_1,EMAIL_2,EMAIL_3,COMPANY_STATUS
2683,199803934N,BDP (ASIA PACIFIC) PTE. LTD.,BDP (ASIA PACIFIC) PTE LTD,MR KELVIN,,65 9635 9534,,,"20, GUL WAY, #05-07, 629196",Kelvin.lee@bdpint.com,,,LIVE COMPANY
2684,199801355K,NUCLEUS HOLDINGS ASIA PACIFIC PTE. LTD.,NUCLEUS HOLDINGS ASIA PACIFIC PTE LTD,MR GEORGE COLADILLA,,65 9722 0058,,,7500A BEACH ROAD #17-302 Singapore 199591,GEORGE.COLADILLA@NUCLEUSCENTRAL.XOM,,,LIVE COMPANY
2685,201305893Z,DLD INTERNATIONAL PTE. LTD.,DLD INTERNATIONAL PTE LTD,MR DAVID,,65 8168 9057,,,"ONE SHENTON, 1, SHENTON WAY, #01-11, 068803",DAVID@FRESHPRESSED.SG,,,LIVE COMPANY
2686,200002780N,THE NUANCE GROUP (SINGAPORE) PTE. LTD.,THE NUANCE GROUP (SINGAPORE) PTE LTD,MR CHRIS YAP GILBERT EMAIL,,65 9384 0094,65 8313 9449,,80 AIRPORT BOULEVARD #02-29 CHANGI AIRPORT T1 SNG 819642,chris.yap@dufry.com,,,LIVE COMPANY
2687,200206793M,ANGLERS' HUT PTE. LTD.,ANGLERS' HUT PTE LTD,"RICHARD FOONG
 CONTACT NUMBER EMAIL",,65 9730 0492,,,19 KIM KEAT ROAD #08-01 FU TSU BUILDING SNG 328804,anglershut@singnet.com.sg,,,LIVE COMPANY
2688,200411739E,RED ARMY WATCHES PTE. LTD.,RED ARMY WATCHES PTE LTD,MS SOPHIA BIEN,,65 6732 6043,,,HOUSE 435 ORCHARD ROAD #03-02 SNG 238877,,,,LIVE COMPANY
2689,201323042M,LOVISA GLOBAL PTE. LTD.,LOVISA SINGAPORE PTE LTD,MS SIMONEE ELLIS EMAIL,,65 9170 4978,,,"PARKWAY PARADE, 80, MARINE PARADE ROAD, #01-23A, 449269",simonee@lovisa.com.au,,,LIVE COMPANY
2690,196400059D,WATCHES OF SWITZERLAND PTE. LTD.,WATCHES OF SWITZERLAND (PTE) LTD,MR. JASON TAN,,65 9030 2840,,,HOUSE 1 HARBOURFRONT WALK #01-66 SNG 098585,jason.tan@thehourglass.com,,,LIVE COMPANY
2691,200917670Z,J.S JEWELLER'S PTE. LTD.,J.S JEWELLER'S PTE LTD,MR MD MAZIBUR,,65 9793 4792,,,HOUSE 33 UPPER DICKSON ROAD MAIN SNG 207492,jstrumphant@gmail.com,,,LIVE COMPANY
2692,201213752E,LUVENUS JEWELLERY PTE. LTD.,LUVENUS JEWELLERY PTE LTD,CONTACT MR ADARSH GHOSH,,65 9062 4246,65 8167 3853,,60 AIRPORT BOULEVARD #026-110-02 CHANGI TERMINAL 2 SNG 819643,,,,LIVE COMPANY
2693,200618115K,HELEN ACCESSORIES PTE. LTD.,HELEN ACCESSORIES PTE LTD,BOON LI SHIEN,,65 6746 1363,,,1 KAKI BUKIT RD 1 #04-27 ENTERPRISE ONE SNG 415934,accounts@helenaccessories.com,,,LIVE COMPANY
2694,53460658W,FO GUANG HANG TRADING AND ENTERPRISE,FO GUANG HANG TRADING & ENTERPRISE,WILLIE HENG,,65 6291 7244,,,100 JALAN SULTAN #04-13 SULTAN PLAZA SNG 199001,,,,LIVE
2695,200811278G,SAYON PTE. LTD.,SAYON PTE LTD,MS. MALOU,,65 9109 9345,,,"191 ROCHOR ROAD, #B2-00 BUGIS DOWNTOWN MRT STN, Singapore 188476",,,,LIVE COMPANY
2696,201409352N,ENDO LIGHTING SE ASIA PTE. LTD.,ENDO LIGHTING SE ASIA PTE LTD,MS PATSY LIGHTING.COM.SG,,65 6333 9051,65 9820 2749,,108 MIDDLE ROAD #06-01 SNG 188967,PATSY.SNG@ENDO-LIGHTING.COM.SG,,,LIVE COMPANY
2697,202336132G,ONE OFFICE PTE. LTD.,OFFICE ONE PTE LTD,MS JUDY TAN MR,,65 9455 5980,65 9624 5185,,HOUSE 2 JURONG EAST STREET 21 #04-03 IMM SNG 609601,judy@officeone.sg,,,LIVE COMPANY
2698,200311941R,ABM INTERNATIONAL GROUP PTE. LTD.,ABM INTERNATIONAL GROUP PTE LTD,MS JENNY BOO,,65 9754 5262,,,"APT/BLK 205 HOUGANG STREET 21 #02-30 HEARTLAND MALL,KOVAN SNG 530205",abmever@singnet.com.sg,,,LIVE COMPANY
2699,40881300L,ILEX STATIONERY AND PAPERS SUPPLIES,ILEX STATIONERY & PAPER SUPPLIES,MR THO G,,65 9823 0987,,,9005 TAMPINES STREET 93 #03-220 TAMPINES INDUSTRIAL PARK A SNG 528839,tho@ilex.com.sg,,,LIVE
2700,201327283H,WALLAFFAIRS PTE. LTD.,WALLAFFAIRS PTE LTD,MR PAUL TAN,,65 9010 1219,,,65 UBI CRESCENT #08-05 HOLA CTR SNG 408559,paul.lawrence@wallaffairs.com.sg,,,LIVE COMPANY
2701,200710569H,CHANGI COVE PTE. LTD.,CHANGI COVE PTE LTD,MR ROBIN XU,,65 9271 7009,65 6922 6122,,"351, CRANWELL ROAD, MAIN, 509866",robinxu@changicove.com,,,LIVE COMPANY
2702,201503123D,EIGHTEEN M PTE. LTD.,EIGHTEEN M PTE LTD,MR ELENA,,65 9108 1083,,,18 MOSQUE STREET #01-04 HOTEL MONO SNG 059498,,,,LIVE COMPANY
2703,197101072D,SOUTH EAST ASIA HOTEL (PRIVATE) LIMITED,SOUTH EAST ASIA HOTEL (PTE) LTD,KENNY,,65 8128 3058,,,HOUSE 190 WATERLOO STREET MAIN SOUTH EAST ASIA HOTEL SNG 187965,seahotel@singnet.com.sg,,,LIVE COMPANY
2704,201118222M,FARRER PARK HOSPITAL PTE. LTD.,FARRER PARK HOSPITAL PTE LTD,TRACEY,,65 6705 2958,,,"LEVEL 5 ICU CONNEXION, 1, FARRER PARK STATION ROAD, #05-00, 217562",,,,LIVE COMPANY
2705,201431716H,QUEST LIFESTYLE (PTE. LTD.),QUEST LIFESTYLE PTE LTD,MS. TRINA JUAN MR. RAJ CONTACT NUMBER,,65 9111 3633,,,252 NORTH BRIDGE ROAD #02-27C RAFFLES CITY SHOPPING CENTRE SNG 179103,,,,LIVE COMPANY
2706,201306822R,MINICUTS STUDIO PTE. LTD.,MINICUTS STUDIO PTE LTD,MS. JANICE,,65 9228 7833,,,"347, BUKIT BATOK STREET 34, #01-256, 650347",,,,LIVE COMPANY
2707,201004860C,EVOLVE SALON (PTE.) LTD.,EVOLVE SALON (PTE) LTD,MS DIANA,,65 6336 1358,,,HOUSE 177 RIVER VALLEY ROAD #02-09 LIANG COURT SHOPPING CTR SNG 179030,,,,LIVE COMPANY
2708,201618889K,HAIRPAGE UNDERGROUND PTE. LTD.,HAIRPAGE UNDERGROUND PTE. LTD,MS ANG XIAO,,65 9733 4227,65 9771 5993,,HOUSE 26 BEACH ROAD #B1-25 SNG 189768,,,,LIVE COMPANY
2709,202208916R,CHEZVOUS HAIR 3 PTE. LTD.,CHEZVOUS PLUS 3 PTE LTD,MR TAN EE CHEW,,65 9799 4554,,,435 ORCHARD ROAD #02-01B SNG 238877,,,,LIVE COMPANY
2710,201104957D,REDMART PTE. LTD.,REDMART LIMITED,MR. KENETH LANGOYAN,,65 9648 6428,,,HOUSE 52 TANJONG PENJURU #04-00 SNG 609034,keneth@redmart.com,,,LIVE COMPANY
2711,201023811H,DAWN SUPERMARKET PTE. LTD.,DAWN SUPERMARKET PTE LTD,ANSON TAY,,65 9855 8563,,,32 LORONG 23 GEYLANG SNG 388367,ansontay@hotmail.com,,,LIVE COMPANY
2712,200503852G,SKYWING SERVICES PTE. LTD.,SKYWING SERVICES PTE. LTD,YEO KWANG,,65 9271 6999,,,246 MACPHERSON ROAD #03-02 BETIME BUILDING SNG 348578,,,,LIVE COMPANY
2713,201135739C,LINTAS SETIA PTE. LTD.,LINTAS SETIA PTE LTD,TAN SHIOK PHENG,,65 6545 0018,,,"7 AIRLINE ROAD, #02-24 CARGO AGENTS BUILDING E, Singapore 819834",lintas@singnet.com.sg,,,LIVE COMPANY
2714,37853800D,N.Y. EXPRESS,U.N.I EXPRESS (S) PTE LTD,SHERRY TAN LIM SIEW MUI,,65 6545 6322,,,9 AIRLINE ROAD #01-26 CARGO AGENTS BLDG D SNG 819827,uniexpress@singnet.com.sg,,,LIVE
2715,200615144H,MBS CONSULTANTS PTE. LTD.,MBS-CONSULTANTS PTE LTD,PETER,,65 9137 6472,65 9669 7120,,"AFRO-ASIA BLDG, 63, ROBINSON ROAD, #04-18, 068894",,,,LIVE COMPANY
2716,200203877R,MIDWEST AIR INTERNATIONAL PTE. LTD.,MIDWEST AIR INTERNATIONAL PTE LTD,NEO GEOK PENG,,65 9101 9993,,,HOUSE 115 AIRPORT CARGO ROAD #07-13 CARGO AGENTS BUILDING C SNG 819466,Geokpeng.airport@midwest.com.sg,,,LIVE COMPANY
2717,201117519D,VENUS MARITIME PTE. LTD.,VENUS MARITIME PTE LTD,MS. ANGELA LOH,,65 9151 5111,,,HOUSE 100 PASIR PANJANG ROAD #05-08 BEHN MEYER BUILDING SNG 118518,finance@venusmaritime.org,,,LIVE COMPANY
2718,202418044G,TRANS LOGISTICS PTE. LTD.,ASIA TRANS LOGISTICS PTE LTD,MS NORELA MOHAMMAD EMAIL,,65 6542 3230,,,HOUSE 115 AIRPORT CARGO ROAD #01-16 CARGO AGENTS BUILDING C SNG 819466,nora.md@asiatranslogistics.com,,,LIVE COMPANY
2719,198602712H,DAN AIRFREIGHT PTE. LTD.,DAN AIRFREIGHT PTE LTD,MS LYNN MAH EMAIL,,65 9712 0029,,,HOUSE 7 AIRLINE ROAD #03-14 CARGO AGENT BLDG E SNG 819834,lynn@danair.com,,,LIVE COMPANY
2720,201215077R,ENC CARGO PTE. LTD.,ENC CARGO PTE LTD,MS KYLIE KAHEE YOON,,65 9647 6060,,,9 AIRLINE ROAD #04-22 CARGO AGENTS BLDG D SNG 819827,kylie.yoon@enworld.net,,,LIVE COMPANY
2721,200908117E,AVIATION SOLUTIONS GSA PTE. LTD.,AVIATION SOLUTIONS GSA PTE LTD,MS JOAN DIZON GSA.COM,,65 9753 5644,,,45 AIRPORT CARGO ROAD #02-00 UNIT 219 DNATA CIAS CARGO CENTRE SNG 819478,joan@avs-gsa.com,,,LIVE COMPANY
2722,200502793W,ABSOLUTE CARGONET PTE. LTD.,ABSOLUTE CARGONET PTE LTD,MS DOREEN KUEH,,65 9735 9498,65 6542 1938,,"CG CARGO AGENTS MEGAPLEX 1, 119, AIRPORT CARGO ROAD, #03-02, 819454",doreen@absolutecn.com,,,LIVE COMPANY
2723,200201134W,ALLIANCE 21 PTE. LTD.,ALLIANCE 21 PTE LTD,MS CAMILLE GARCIA,,65 6572 4406,,,"CARGO AGENTS BLDG D, 9, AIRLINE ROAD, #04-14, 819827",camille@a21.com.sg,,,LIVE COMPANY
2724,200814688G,CMS LOGISTICS GROUP (S) PTE. LTD.,CMS LOGISTICS GROUP(S) PTE LTD,MS ALLISON TOH,,65 6238 5115,,,HOUSE 7B KEPPEL ROAD #18-08 TANJONG PAGAR COMPLEX SNG 089055,allison@cmsgroup.com.sg,,,LIVE COMPANY
2725,200917658C,TRINITY CARGO LINK PTE. LTD.,TRINITY CARGO LINK PTE LTD,MS AI LING HENG,,65 9787 1573,65 6749 8117,,HOUSE 988 TOA PAYOH NORTH #06-06 SNG 319002,ailing@trinitycargolink.com,,,LIVE COMPANY
2726,200312759D,INTANK SERVICES PTE. LTD.,INTANK SERVICES PTE LTD,MR.LIEW,,65 9049 3083,,,HOUSE 8 EU TONG SEN STREET #17-86 THE CENTRAL SNG 059818,Khee.yu@intankservices.com,,,LIVE COMPANY
2727,201010871W,OHC SHIPMANAGEMENT PTE. LTD.,OHC SHIPMANAGEMENT PTE LTD,MR. NEO,,65 9247 5092,,,"WESTGATE, 1, GATEWAY DRIVE, #09-16, 608531",neo@ohcgroup.com.sg,,,LIVE COMPANY
2728,200509539M,ISHIMA PTE. LTD.,ISHIMA PTE LTD,MR. MICAEL VALERI CONTACT NUMBER EMAIL,,65 9656 0557,65 6854 7649,,HOUSE 6 BATTERY ROAD #34-02 SNG 049909,valeri.m@damicoship.com,,,LIVE COMPANY
2729,200106625G,SATS AEROLOG EXPRESS PTE. LTD.,AEROLOG EXPRESS PTE LTD,MR WU CHIH CHENG,,65 9616 0284,65 6542 8635,,"AIRFREIGHT TERMINAL 5, 30, AIRLINE ROAD, #05-00, 819830",chihcheng_wu@sats.com.sg,,,LIVE COMPANY
2730,200603956H,RIO LOGISTICS (S) PTE. LTD.,RIO LOGISTICS (S) PTE LTD,MR RAO PRASAD,,65 9025 0567,65 6863 4644,,HOUSE 115 AIRPORT CARGO ROAD #04-06 CARGO AGENTS BUILDING C SNG 819466,rao@riolog.com,,,LIVE COMPANY
2731,200006582M,RHENUS LOGISTICS PTE. LTD.,RHENUS LOGISTICS PTE LTD,MR LOUISE HOGAN,,65 9784 3827,65 6543 2305,,115 AIRPORT CARGO ROAD #01-34 CARGO AGENTS BUILDING C SNG 819466,louise.hogan@sg.rhenus.com,,,LIVE COMPANY
2732,201539722M,MK EMPIRE PTE. LTD.,MK EMPIRE PTE LTD,MR JOVLIN TEO,,65 9326 1275,,,HOUSE 89 SHORT STREET #01-08 GOLDEN WALL AUTO CENTRE SNG 188216,,,,LIVE COMPANY
2733,201509298Z,MEGARIG HEAVY LIFT SERVICES PTE. LTD.,MEGARIG HEAVY LIFT SERVICES PTE LTD,MR FOO CHEE PANG,,,,,HOUSE 32 TUAS WEST AVENUE MAIN SNG 638439,,,,LIVE COMPANY
2734,199400396C,AGILITY INTERNATIONAL LOGISTICS PTE. LTD.,AGILITY INTERNATIONAL LOGISTICS PTE LTD,MR EDWIN TAN,,65 9664 7830,,,6 CHANGI NORTH WAY #01-01 SNG 498795,etan@relianceglobalcom.com,,,LIVE COMPANY
2735,197502267E,ALLIED CONTAINER SERVICES PTE. LTD.,ALLIED CONTAINER SERVICES PTE LTD,MR DOMINIC,,65 6316 2455,,,"1, BANYAN PLACE, MAIN, 627841",da@allied.com.sg,,,LIVE COMPANY
2736,201622744K,N-BOX SHIPPING (S) PTE. LTD.,N-BOX SHIPPING (S) PTE LTD,KHIN MYAT NANDAR AYE,,65 9830 5770,,,"171 TRAS STREET, #02-181 , Singapore 079025",nandaraye1@gmail.com,,,LIVE COMPANY
2737,199500276E,CEVA LOGISTICS ASIA PTE. LTD.,CEVA LOGISTICS SINGAPORE PTE LTD,"KARAM JEET SINGH
 S.COM",,65 8488 3220,65 6507 2880,,15 CHANGI SOUTH STREET 2 MAIN SNG 486068,,,,LIVE COMPANY
2738,200308865G,SKILL EXPRESS (S) PTE. LTD.,SKILL EXPRESS (S) PTE LTD,FADZULI EX.COM,,65 6542 9641,,,25 CHANGI SOUTH AVENUE 2 #01-02 SHENG BEE BUILDING SNG 486594,fadzuli@skill-ex.com,,,LIVE COMPANY
2739,198402221K,HIAP WOON SHIPPING (SINGAPORE) PTE. LTD.,HIAP WOON SHIPPING (S) PTE LTD,EDWIN,,65 9784 2082,,,HOUSE 14 ROBINSON ROAD #03-01 FAR EAST FINANCE BLDG SNG 048545,,,,LIVE COMPANY
2740,197101116E,SANKYU (SINGAPORE) PTE LTD,SANKYU (S'PORE) PTE LTD,DEREK KUAH TECK SOON,,65 9782 5005,65 6469 3911,,100 BANYAN DRIVE MAIN SNG 627571,Tecksoon.kuah@sankyu.com.sg,,,LIVE COMPANY
2741,197902951D,HANDLING SYSTEM CO. PTE. LTD.,HANDLING SYSTEM CO PTE LTD,DENNIS,,65 8722 6053,,,HOUSE 20 GUL ROAD #04-00 SNG 629345,dennis@handlingsystem.com.sg,,,LIVE COMPANY
2742,200708858C,GLOMAX MAINTENANCE SERVICES PTE. LTD.,GLOMAX MAINTENANCE SERVICES PTE LTD,SOMA,,65 9127 1977,,,48 SERANGOON ROAD #02-23 BLOCK B LITTLE INDIA ARCADE SNG 217959,glomax@singnet.com.sg,,,LIVE COMPANY
2743,47197900K,P&Y MAINTENANCE SERVICES,A & P MAINTENANCE SERVICES PTE LTD,MS EUNICE,,65 6542 3475,65 9694 2196,,31 AIRLINE ROAD #07-N SIA ENGINEER COMPANY HANGAR SNG 819831,,,,LIVE
2744,200304458D,ABSOLUTE MAINTENANCE SERVICES PTE. LTD.,ABSOLUTE MAINTENANCE SERVICES PTE LTD,"MR CHEE LAI KIE
 MS.COM.SG
 MS.COM.SG",,65 9019 9755,65 6742 0308,,20 AIRPORT BOULEVARD SICC1 SNG 819659,abs@absolute-ms.com.sg,,,LIVE COMPANY
2745,201204421K,RIGHT SERVICE PTE. LTD.,RIGHT SERVICE PTE LTD,EU MISS. ELIZA,,65 6440 3929,,,1 BROOKE ROAD #01-13 KATONG PLAZA SNG 429979,,,,LIVE COMPANY
2746,201217181K,CARPENTERS DESIGN GROUP PTE. LTD.,CARPENTERS DESIGN GROUP PTE LTD,MR.ISHAK,,65 8511 1835,,,HOUSE 26 BOON LAY WAY #01-75 TRADEHUB 21 SNG 609970,,,,LIVE COMPANY
2747,201305274W,AMLA PTE. LTD.,AMLA PTE LTD,MR BEN JIN LI MS ANNIE,,65 9832 2218,65 9638 8681,,HOUSE 177 RIVER VALLEY ROAD #01-20 LIANG COURT SHOPPING CTR SNG 179030,,,,LIVE COMPANY
2748,201318512K,G & G UPHOLSTERY PTE. LTD.,G & G UPHOLSTERY PTE LTD,EU MR GAN,,65 9827 0862,,,"1031, EUNOS AVENUE 6, #01-61, 409626",,,,LIVE COMPANY
2749,199901180H,2010 LIFESTYLE PTE. LTD.,2010 LIFESTYLE PTE LTD,MS YU TING POH,,65 9234 4966,,,"T.T.INTL'L TRADEPARK, 10, TOH GUAN ROAD, #01-08, 608838",yuting@2010lifestyle.com.sg,,,LIVE COMPANY
2750,201607994H,HOME & GIVING PARKWAY PTE. LTD.,HOME & GIVING PARKWAY PTE LTD,MS RENA LIM EMAIL,,65 9677 3820,,,80 MARINE PARADE ROAD #03-32 PARKWAY PARADE SNG 449269,renalim.pc@gmail.com,,,LIVE COMPANY
2751,201909889Z,TEMBUSU (SG) PTE. LTD.,TEMBUSU TREE PTE LTD,"ANTHONY SEAH
 CONTACT NUMBER EMAIL",,65 8118 8809,65 6842 1868,,2 KALLANG PUDDING ROAD #05-10 MACTECH INDUSTRIAL BUILDING SNG 349307,jdvchocolates@live.com,,,LIVE COMPANY
2752,200312963Z,C & J CLARK (S) PTE. LTD.,C & J CLARK (S) PTE LTD,MR. SHAWN KOH MR. DENNIS CONTACT NUMBER,,65 9699 3031,65 9112 1229,,HOUSE 2 ORCHARD TURN #B2-22 ION ORCHARD SNG 238801,,,,LIVE COMPANY
2753,201226082H,DC FASHION WEAR PTE. LTD.,DC FASHION WEAR PTE LTD,MR NICHOLAS,,65 8118 9949,,,"311 NEW UPPER CHANGI ROAD, #B1-66 BEDOK MALL, Singapore 467360",,,,LIVE COMPANY
2754,200414981Z,FORTUNE FOOD (S) PTE. LTD.,FORTUNE FOOD (S) PTE LTD,MS YEO GUEK ENG EMAIL,,65 9753 5525,,,3 SIMEI STREET 6 #B1-K6 SNG 528833,weiling@fortunefood.sg,,,LIVE COMPANY
2755,200208271E,JUMAIN SATAYSFACTION PTE. LTD.,JUMAIN SATAYSFACTIONS PTE LTD,MS NORSIAH SULIMAN,,65 9880 8882,65 6245 7885,,"121, DEFU LANE 10, #02-01, 539231",norsiah@ash.asia,,,LIVE COMPANY
2756,201220834E,MANNA 360 PTE. LTD.,MANNA 360 PTE LTD,MR.RIZAL,,65 9365 8060,,,"SUNTEC CITY MALL, 3, TEMASEK BOULEVARD, #01-419, 038983",rizal@manna360.com.sg,,,LIVE COMPANY
2757,201323350G,DIMBULAH COFFEE (AUST) PTE. LTD.,DIMBULAH COFFEE (S) PTE LTD,MR. DAVID CHANG,,65 9119 5158,,,8 MARINA BOULEVARD #01-01A SNG 018981,david@dimbulah.com,,,LIVE COMPANY
2758,199806411M,NECTARS & VINE (SINGAPORE) PTE LTD,NECTARS & VINE (S) PTE LTD,MR PETER LIM JIT MENG,,65 9060 4687,65 6372 1125,,752 UPPER SERANGOON ROAD MAIN SNG 534623,peter@nectarsvine.com,,,LIVE COMPANY
2759,201434312R,KAI YOUNG HUAT EGGS PTE. LTD.,KAI YOUNG HUAT EGGS PTE LTD,MR LEE,,65 9139 9061,65 6316 7287,,"ENTERPRISE CTR, 20, BUKIT BATOK CRESCENT, #13-06, 658080",,,,LIVE COMPANY
2760,200714327M,ECB FOOD SUPPLIER PTE. LTD.,ECB FOOD SUPPLIER PTE LTD,MR KELVIN NG JIAN RONG MR NG KHEAM BEE,,65 9436 3621,65 6245 0588,96163129,3015 BEDOK NORTH STREET 5 #01-04 SHIMEI EAST KITCHEN SNG 486350,kelvin@ecbfood.com.sg,,,LIVE COMPANY
2761,199704453H,N.Y. MANHATTAN INC. PTE LTD,EAST MANHATTAN,MR JOHN,,65 9639 4179,,,"TAN QUEE SWEE BUILDING, 19, LORONG KILAT, #01-03, 598120",,,,LIVE COMPANY
2762,200605441C,MILLENIUM TRADING PTE. LTD.,MILLENIUM TRADING PTE. LTD,MR JASON HO,,65 9757 8803,,,"TAI WEE CO, 31, FISHERY PORT ROAD, #01-09, 619741",,,,LIVE COMPANY
2763,200919263N,CHAI HUAT TRADING PTE. LTD.,CHAI HUAT TRADING PTE. LTD,LAU SIEW HONG,,65 6264 6977,65 9832 8456,,HOUSE 11 CHIN BEE DRIVE MAIN SNG 619862,,,,LIVE COMPANY
2764,200208964G,CHILLI API CATERING PTE. LTD.,CHILLI API CATERING PTE LTD,JUDY,,65 6247 9531,,,3015 BEDOK NORTH STREET 5 #06-27 SHIMEI EAST KITCHEN S 486350,judy@chillipadi.com.sg,,,LIVE COMPANY
2765,201022345C,TINGE GROUP PTE. LTD.,TINGE GROUP PTE. LTD,STEVE GOH S.J.,,65 9191 0940,,,2 TELOK BLANGAH WAY #01-04 SAFRA MT. FABER SINGAPORE 098803,stevegsj@ministryofsteak.com,,,LIVE COMPANY
2766,200711630D,XWS PTE. LTD.,XWS PTE LTD,MS.MABEL MR.WANG,,65 6440 3929,65 9853 0191,,"FAIRPRICE HUB, 1, JOO KOON CIRCLE, #01-32, 629117",,,,LIVE COMPANY
2767,201533460Z,KHOONG INVESTMENT PTE. LTD.,KHOONG INVESTMENT PTE LTD,MR. LAWRENCE MR. SATTAR,,65 9730 2801,65 8606 2913,,HOUSE 6 EU TONG SEN STREET #01-15 THE CENTRAL THE CENTRAL SNG 059817,,,,LIVE COMPANY
2768,201409341K,THE LOCO GROUP PTE. LTD.,THE LOCO GROUP PTE LTD,MR. GILBERT NISPEROS MS. BRENDA,,65 8163 1299,65 9696 4749,,HOUSE 70 COLLYER QUAY #01-04 SNG 049323,nisperos@8build.com.sg,,,LIVE COMPANY
2769,200611124W,PARK 10 PTE. LTD.,PARK 10 PTE LTD,MR. FAIZAL MS TEO,,65 8455 8397,65 8100 6365,,HOUSE 3B RIVER VALLEY ROAD #01-14 CLARKE QUAY-THE FOUNDRY SNG 179021,,,,LIVE COMPANY
2770,201118375D,DE-PROSPERO PTE. LTD.,DE-PROSPERO PTE LTD,MR SPENSER PROSPERO.COM.SG,,65 9747 0454,,,60 AIRPORT BOULEVARD #036-087 CHANGI AIRPORT T2 SNG 819643,spencer@de-prospero.com.sg,,,LIVE COMPANY
2771,201502900E,1 TYRWHITT BISTRO BAR PTE. LTD.,1 TYRWHITT BISTRO BAR PTE. LTD,MR PAUL,,65 9766 9483,,,HOUSE 1 TYRWHITT ROAD MAIN SNG 207522,,,,LIVE COMPANY
2772,200920344E,TIAN TIAN HOLDINGS (CRM) PTE. LTD.,TIAN TIAN HOLDINGS (CRM) PTE LTD,MR NICK YEONG,,65 9322 4344,65 6449 6008,,12 JALAN PARI BURONG MAIN SNG 488678,nick.yeong@tiantiangroup.com,,,LIVE COMPANY
2773,201532334N,DISTRICT 20 PTE. LTD.,DISTRICT 20 PTE LTD,MR DANNY M.SG,,65 8833 3838,,,38 JALAN PEMIMPIN #01-04 M38 SNG 577178,crawford_dev@singnet.co,,,LIVE COMPANY
2774,200909797K,KONTIKI INC. PTE. LTD.,KONTIKI INC. PTE LTD,MISS SIO LENG PEK,,65 9739 2005,,,"57, JALAN MEMPURONG, MAIN, 759057",,,,LIVE COMPANY
2775,200813691G,REAL YOGA PTE. LTD.,REAL YOGA PTE LTD,MS MICHELLE LUI,,65 6836 0721,,,"PARKWAY PARADE, 80, MARINE PARADE ROAD, #17-01, 449269",michelle@realyoga.com.sg,,,LIVE COMPANY
2776,201427123C,FLY SPORTS (TRAMPOLINE) PTE. LTD.,FLY SPORTS (TRAMPOLINE) PTE LTD,MS JOANNA LEE,,65 9746 2346,,,"200, PANDAN GARDENS, #01-13, 609336",joanna@zoomparkasia.com,,,LIVE COMPANY
2777,201102063H,KERISVALE PTE. LTD.,KERISVALE PTE. LTD,SAMSON,,65 9766 9970,65 6536 0826,,"NEDLLOYD HOUSE, 1, FINLAYSON GREEN, #01-00, 049246",samson.cheong@cbre.com.sg,,,LIVE COMPANY
2778,201003296C,GOLDEN CREDIT (S) PTE. LTD.,GOLDEN CREDIT (S) PTE LTD,SAM,,65 9796 6887,,,1 TRAS LINK #02-05 SNG 078867,goldencredit@singnet.com.sg,,,LIVE COMPANY
2779,201017290Z,CAPITOL RESIDENTIAL DEVELOPMENT PTE. LTD.,CAPITOL RESIDENTIAL DEVELOPMENT PTE. LTD,MS. OH WEE MS. EVE TAN,,65 9456 1573,65 9663 5674,,HOUSE 11 STAMFORD ROAD #03-01 SNG 178884,,,,LIVE COMPANY
2780,200801224C,OM MANAGEMENT PTE. LTD.,OM MANAGEMENT PTE LTD,MS. NORWEN OH,,65 9029 1314,,,HOUSE 6 EU TONG SEN STREET #12-21 THE CENTRAL THE CENTRAL SNG 059817,norwenohcc@gmail.com,,,LIVE COMPANY
2781,201020251D,TRILLION CREDIT SOLUTIONS PTE. LTD.,TRILLION CREDIT SOLUTIONS PTE. LTD,MS MICHELLE LIEW,,65 9654 9199,,,204 BEDOK NORTH STREET 1 #01-421 SNG 460204,michelleliew@trillioncredit.com.sg,,,LIVE COMPANY
2782,200404385W,CHANGI AIRPORTS INTERNATIONAL PTE. LTD.,CHANGI AIRPORTS INTERNATIONAL PTE LTD,MS CYNTHIA ONG EMAIL,,65 6541 1922,,,60 AIRPORT BOULEVARD #048-054 CHANGI AIRPORT TERMINAL 2 SNG 819643,cynthia.ong@cai.sg,,,LIVE COMPANY
2783,201528701C,WADDELL HOLDINGS PTE. LTD.,WADDELL HOLDINGS PTE LTD,MS CYNTHIA,,65 8125 7919,,,HOUSE 2 HAVELOCK ROAD #07-25 SNG 059763,cyngani@hotmail.com,,,LIVE COMPANY
2784,199905033H,SINGAPORE INSTITUTE OF ARCHITECTS HOLDINGS PTE LTD,SINGAPORE INSTITUTE OF ARCHITECTS,MS CATERINE,,65 6226 2668,,,HOUSE 79B NEIL ROAD MAIN SNG 088904,,,,LIVE COMPANY
2785,202013402R,M CAPITAL MANAGEMENT PTE. LTD.,MB CAPITAL MANAGEMENT PTE LTD,MR. IVAN CONTACT NUMBER,,65 6223 2765,65 9185 8197,,HOUSE 8 EU TONG SEN STREET #22-82 THE CENTRAL SNG 059818,,,,LIVE COMPANY
